from	to	weight	layer
PTK2	ESR1	0.12237728706181505	signaling
PTK2	FHL2	0.11915700027191085	signaling
PTK2	FOXO1	0.0804512500331607	signaling
PTK2	GSK3B	0.3476150877508651	signaling
PTK2	HNF4A	0.1079711664776631	signaling
PTK2	ILK	0.2016345320915959	signaling
PTK2	JUN	0.021016059201971762	signaling
PTK2	MDM2	0.14262702980449138	signaling
PTK2	PARP1	0.07662428514263302	signaling
PTK2	PRKDC	0.055646460259276005	signaling
PTK2	RELA	0.06886559665482	signaling
PTK2	SP1	0.0554111287053356	signaling
PTK2	SRC	0.5447042044590266	signaling
PTK2	STAT3	0.3106620575883182	signaling
PTK2	TP53	0.3233155028537215	signaling
RAF1	AHR	0.017737358082357605	signaling
RAF1	EGFR	0.1627993104582598	signaling
RAF1	ERBB2	0.06829042860719278	signaling
RAF1	IGF1R	0.12551260262558242	signaling
RAF1	ILK	0.32669890938283525	signaling
RAF1	JUN	0.04272893356734211	signaling
RAF1	MAPK1	0.4595863435828344	signaling
RAF1	MYC	0.3875022153201344	signaling
RAF1	NFKB1	0.0730948326383821	signaling
RAF1	PARP1	0.047329596829710496	signaling
RAF1	PTK2	0.050471744938239034	signaling
RAF1	SRC	0.3520715910062982	signaling
RAF1	STAT3	0.23979093928230294	signaling
RELA	AHR	0.25450123828605636	signaling
RELA	CTNNB1	0.24951745276876278	signaling
RELA	JUN	0.2985242649971063	signaling
RELA	MAPK1	0.10169100410765915	signaling
RELA	MYC	0.22691231367823628	signaling
RELA	NFKB1	0.30056543385320184	signaling
RELA	PARP1	0.23943493767424415	signaling
RELA	PRKDC	0.08979514866060977	signaling
RELA	PTK2	0.050471744938239034	signaling
RELA	SP1	0.33171686837772646	signaling
RELA	TAF1	0.15199900138244202	signaling
RELA	TFAP2A	0.22178262283539874	signaling
RELA	TP53	0.23536236596403348	signaling
RNF2	MDM2	0.08805743720402721	signaling
RNF2	NOTCH1	0.10588880189062447	signaling
RNF2	PRKDC	0.08979514866060977	signaling
RNF2	RELA	0.1852973192153223	signaling
RNF2	SAP18	0.2119142005267764	signaling
RNF2	STAT3	0.18141285807283322	signaling
RNF2	TAF1	0.015742463247770507	signaling
RNF2	TP53	0.18883780276465562	signaling
SAP18	HNF4A	0.06666102648975578	signaling
SAP18	MYC	0.07063799790477272	signaling
SAP18	RNF2	0.15387835961571072	signaling
SAP18	TAF1	0.1246542737135612	signaling
SMAD7	BAMBI	1.1311828903101222	signaling
SMAD7	CTNNB1	0.3089407490268603	signaling
SMAD7	FOXH1	0.17823642224795447	signaling
SMAD7	MYC	0.10858133063726048	signaling
SMAD7	TP53	0.07507539651925431	signaling
SP1	ABL1	0.26156096668958423	signaling
SP1	CTNNB1	0.13414149836482	signaling
SP1	EGFR	0.11349442571754799	signaling
SP1	ERBB4	0.1493373675953897	signaling
SP1	ESR1	0.3174423784102868	signaling
SP1	ETS1	0.5547537473277451	signaling
SP1	FHL2	0.2901046898866601	signaling
SP1	IGF1R	0.03398693201259488	signaling
SP1	JUN	0.2604005834507331	signaling
SP1	MDM2	0.22486834449310383	signaling
SP1	MYC	0.37259883616414663	signaling
SP1	NFKB1	0.25177388552397006	signaling
SP1	NOTCH1	0.06561977004548089	signaling
SP1	PARP1	0.3312431349283691	signaling
SP1	PTK2	0.050471744938239034	signaling
SP1	SRC	0.22887426211970344	signaling
SP1	SRY	0.624841510811482	signaling
SP1	STAT3	0.38814309334160874	signaling
SP1	TAF1	0.05813638998757035	signaling
SP1	TFAP2A	0.34295963684523245	signaling
SP1	TP53	0.30575844802411634	signaling
SRC	ABL1	0.7705726881124123	signaling
SRC	ACAP1	0.7230718444093845	signaling
SRC	CTNNB1	0.5936507231913527	signaling
SRC	EGFR	0.48798605223899877	signaling
SRC	ERBB2	0.5691267952430308	signaling
SRC	ERBB4	0.2091747959463407	signaling
SRC	ESR1	0.5827274500268564	signaling
SRC	ETS1	0.45954744242377	signaling
SRC	FHL2	0.11915700027191085	signaling
SRC	FOXO1	0.48676459394954874	signaling
SRC	HNF4A	0.2632174330231819	signaling
SRC	IGF1R	0.7109772699874533	signaling
SRC	ILK	0.1255981351548922	signaling
SRC	JUN	0.11771038422789187	signaling
SRC	MAPK1	0.24123769500869152	signaling
SRC	MDM2	0.439183849003137	signaling
SRC	MYC	0.014038636810703052	signaling
SRC	NFKB1	0.15708591948867268	signaling
SRC	NOTCH1	0.021044402108720075	signaling
SRC	PARP1	0.1164929337088055	signaling
SRC	PRKCA	0.257315671070832	signaling
SRC	PRKD1	0.6924589036937847	signaling
SRC	PTK2	0.4141393649721455	signaling
SRC	RAF1	0.8141734357274693	signaling
SRC	RELA	0.1315893764711845	signaling
SRC	SMAD7	0.034374454084832404	signaling
SRC	SP1	0.2569640338224769	signaling
SRC	STAT3	0.7462456308473153	signaling
SRC	TP53	0.15671748184159998	signaling
SRY	CTNNB1	0.07170240749704021	signaling
SRY	JUN	0.1037815791635691	signaling
SRY	NFKB1	0.0730948326383821	signaling
SRY	SP1	0.216910961461661	signaling
STAT3	CTNNB1	0.07360306445837173	signaling
STAT3	EGFR	0.3129610115116878	signaling
STAT3	ERBB2	0.5044602782036625	signaling
STAT3	ERBB4	0.18977568895300845	signaling
STAT3	ESR1	0.1727901949023349	signaling
STAT3	FHL2	0.3792555714944799	signaling
STAT3	FOXO1	0.2661479557911784	signaling
STAT3	HNF4A	0.04131013998790734	signaling
STAT3	IGF1R	0.4697468943691243	signaling
STAT3	ILK	0.07679648759548131	signaling
STAT3	JUN	0.24380736802962205	signaling
STAT3	MAPK1	0.27854873374198763	signaling
STAT3	MYC	0.13341591777335512	signaling
STAT3	NFKB1	0.3593505905964012	signaling
STAT3	PARP1	0.1659891794897397	signaling
STAT3	PRKCA	0.06331333350993872	signaling
STAT3	PRKD1	0.09254334539042156	signaling
STAT3	PRKDC	0.14950245715730448	signaling
STAT3	PTK2	0.1829484318454559	signaling
STAT3	RELA	0.35528425467179986	signaling
STAT3	RNF2	0.17867796851051046	signaling
STAT3	SP1	0.3613311395332328	signaling
STAT3	TAF1	0.04032419491506822	signaling
STAT3	TP53	0.0465245631993779	signaling
TAF1	BAMBI	0.22972170896233549	signaling
TAF1	ERBB2	0.06792995914104845	signaling
TAF1	ESR1	0.04357849376338053	signaling
TAF1	FHL2	0.11915700027191085	signaling
TAF1	IGF1R	0.08705725714399501	signaling
TAF1	ILK	0.1154959450337753	signaling
TAF1	JAK3	0.24937849716093036	signaling
TAF1	JUN	0.22149150115347416	signaling
TAF1	MYC	0.10858133063726048	signaling
TAF1	MYOM2	0.7136504902495245	signaling
TAF1	POU4F2	0.3955961035229828	signaling
TAF1	PRKDC	0.08979514866060977	signaling
TAF1	RNF2	0.022766428564715894	signaling
TAF1	SAP18	0.24826294544586536	signaling
TAF1	SP1	0.07946591104396206	signaling
TAF1	STAT3	0.05920862608772553	signaling
TAF1	TP53	0.3492914054300573	signaling
TFAP2A	AHR	0.04567519771948283	signaling
TFAP2A	EGFR	0.07213145377330105	signaling
TFAP2A	ERBB2	0.02651968346678393	signaling
TFAP2A	ERBB4	0.16803507796037492	signaling
TFAP2A	ESR1	0.17275418442765875	signaling
TFAP2A	FHL2	0.13407599285172536	signaling
TFAP2A	GSK3B	0.0667060339645613	signaling
TFAP2A	JUN	0.13022868361076148	signaling
TFAP2A	MYC	0.17767637514389406	signaling
TFAP2A	NFKB1	0.15534146721258274	signaling
TFAP2A	PARP1	0.0678760678458117	signaling
TFAP2A	RELA	0.14189625674581685	signaling
TFAP2A	SP1	0.22490734085097278	signaling
TFAP2A	TP53	0.24116668690781198	signaling
TP53	AHR	0.11117866757647385	signaling
TP53	EGFR	0.08457694224710406	signaling
TP53	ERBB2	0.09793630362073232	signaling
TP53	ERBB4	0.16803507796037492	signaling
TP53	ESR1	0.27386388464690625	signaling
TP53	ETS1	0.48397603718166743	signaling
TP53	FHL2	0.08369299852424	signaling
TP53	FOXO1	0.19582756572793728	signaling
TP53	HNF4A	0.25544712293791055	signaling
TP53	IGF1R	0.2667399478426304	signaling
TP53	JUN	0.16913776590802038	signaling
TP53	MAPK1	0.2963969368317162	signaling
TP53	MDM2	0.26042306946251087	signaling
TP53	NFKB1	0.18067921669364886	signaling
TP53	NOTCH1	0.09410627307177227	signaling
TP53	NR0B2	0.4282703590239072	signaling
TP53	PARP1	0.1715588698284325	signaling
TP53	POU4F2	0.3424982734188411	signaling
TP53	PTK2	0.29585064844045966	signaling
TP53	RELA	0.3316918244555194	signaling
TP53	RNF2	0.23795401847741593	signaling
TP53	SMAD7	0.17296142412993282	signaling
TP53	SP1	0.4276537233493759	signaling
TP53	TAF1	0.1326325347872113	signaling
TP53	TFAP2A	0.4379972555820895	signaling
WDR17	ETS1	0.3475793892594724	signaling
YARS	EGFR	0.13796865745613004	signaling
YARS	ESR1	0.08112881313968322	signaling
YARS	FOXH1	0.20055242428645795	signaling
YARS	FOXL1	0.1920509712573113	signaling
YARS	IKBKE	0.20951917456484295	signaling
YARS	JUN	0.06895049431557003	signaling
YARS	PARP1	0.18993869189330997	signaling
YARS	SAP18	0.2119142005267764	signaling
YARS	TP53	0.0465245631993779	signaling
ADAM17	KDR	0.011878440690910775	regulatory
ADAM17	TGFB1	0.0075131104401537875	regulatory
AHR	TGFB1	0.037956358574606254	regulatory
CTNNB1	ABLIM1	0.06895058982862913	regulatory
CTNNB1	KDR	0.07442122608724944	regulatory
EGFR	ABLIM1	0.018220715581894188	regulatory
EGFR	ADM	0.04038997783558805	regulatory
ESR1	ABLIM1	0.06895058982862913	regulatory
ESR1	KDR	0.09373516202435665	regulatory
ESR1	TGFB1	0.0075131104401537875	regulatory
ETS1	ABLIM1	0.06445637171318049	regulatory
ETS1	ADM	0.0715560737700473	regulatory
ETS1	KDR	0.16652956315138134	regulatory
ETS1	TGFB1	0.05328702136201398	regulatory
FOXH1	ABLIM1	0.045475736620704	regulatory
FOXH1	TGFB1	0.018190785484456067	regulatory
FOXL1	ABLIM1	0.021779455575451596	regulatory
FOXL1	KDR	0.023544245296313215	regulatory
HNF4A	ABLIM1	0.10523271160868067	regulatory
HNF4A	ADM	0.09947370957286962	regulatory
HNF4A	TGFB1	0.037956358574606254	regulatory
JUN	ABLIM1	0.08547002361576465	regulatory
JUN	ADM	0.13190770375667588	regulatory
JUN	KDR	0.0147774099863205	regulatory
JUN	TGFB1	0.09847424988139857	regulatory
MYC	ABLIM1	0.0930586477500362	regulatory
MYC	ADM	0.09129707530647074	regulatory
MYC	KDR	0.06996884304303688	regulatory
MYC	TGFB1	0.10728060827523091	regulatory
NFKB1	ADM	0.003943190717405981	regulatory
NFKB1	KDR	0.06202436062745896	regulatory
NFKB1	TGFB1	0.029723458633503303	regulatory
NOTCH1	KDR	0.030630348795330626	regulatory
RNF2	ABLIM1	0.017896102871152	regulatory
RNF2	ADM	0.04429350217471276	regulatory
RNF2	KDR	0.07453765750143469	regulatory
RNF2	TGFB1	0.044255273804950535	regulatory
SRY	ABLIM1	0.05551194537184361	regulatory
SRY	KDR	0.07873567835302961	regulatory
STAT3	ABLIM1	0.1696265002597894	regulatory
STAT3	ADM	0.05615301016561925	regulatory
STAT3	KDR	0.023544245296313215	regulatory
STAT3	TGFB1	0.055884803533126096	regulatory
TAF1	ABLIM1	0.013669749880141602	regulatory
TAF1	ADM	0.08340052622833259	regulatory
TAF1	KDR	0.0147774099863205	regulatory
TAF1	TGFB1	0.00934670771489491	regulatory
TFAP2A	ADM	0.16168360607817595	regulatory
TFAP2A	KDR	0.04379087729191881	regulatory
TFAP2A	TGFB1	0.003107704900400624	regulatory
TP53	ABLIM1	0.07283394253292873	regulatory
TP53	ADM	0.04429350217471276	regulatory
TP53	TGFB1	0.058791806654932624	regulatory
